name,url,description,test_type_codes,test_type_names,remote_testing,adaptive_irt,job_levels,languages,duration
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and tra",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),9 minutes
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),10 minutes
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),9 minutes
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),TBC
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),20 minutes
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),10 minutes
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,"Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),8 minutes
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.",,,True,False,"Graduate, Mid-Professional, Professional Individual Contributor",English (USA),12 minutes
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),10 minutes
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),10 minutes
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,,,True,True,"Professional Individual Contributor, Graduate, Manager, Mid-Professional","Korean, Japanese, Thai, Portuguese (Brazil), Portuguese",20 minutes
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,"Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information.",,,True,True,"Graduate, Manager, Mid-Professional, Professional Individual Contributor","Chinese Traditional, Romanian, Turkish, Polish, Greek",20 minutes
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Assesses how the candidate comprehends numerical information in various formats.,,,True,True,"Graduate, Manager, Mid-Professional, Professional Individual Contributor","French, German, Italian, Dutch, Chinese Simplified",20 minutes
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical R",,,True,True,"Graduate, Manager, Mid-Professional, Professional Individual Contributor","English (USA), Chinese Traditional, Korean, Serbian, Slovak",36 minutes
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candi,,,True,True,Entry-Level,"English (USA), English International",10 minutes
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deploy",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),8 minutes
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,"SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candida",,,True,False,"Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),Variable
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively eva",,,True,False,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level",English (USA),Variable
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,"Smart Interview On Demand is a  recorded  (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an ",,,True,False,"Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor","English (USA), Chinese Simplified",Variable
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,Multi-choice test that measures the knowledge about the different social media platforms.,,,True,False,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),10 minutes
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project ",,,True,True,"Mid-Professional, Professional Individual Contributor",English (USA),30 minutes
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),TBC
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,,,True,False,Entry-Level,English (USA),0 minutes
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,"This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the",,,True,False,Entry-Level,"English (USA), English (Australia), English International",6 minutes
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),9 minutes
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),9 minutes
SQL Server (New),https://www.shl.com/products/product-catalog/view/sql-server-new/,"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),11 minutes
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and ",,,True,False,,,15 minutes
SQL Server Integration Services (SSIS) (New),https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment,",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),10 minutes
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report manageme",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),10 minutes
Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,Multi-choice test that measures the ability to use the SAS software for statistical analysis.,,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),11 minutes
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),5 minutes
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to",,,True,False,Entry-Level,English (USA),-
SVAR - Spoken English (Indian Accent) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to",,,True,False,Entry-Level,English (USA),-
SVAR - Spoken English (U.K.),https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to",,,True,False,Entry-Level,English International,-
SVAR - Spoken English (US) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to",,,True,False,Entry-Level,English (USA),-
SVAR - Spoken French (Canadian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.

 
Your use of this assessment produc",,,True,False,Entry-Level,French (Canada),-
SVAR - Spoken French (European) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.
 
Your use of this assessment product ",,,True,False,Entry-Level,French,-
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.
 
Your use of this assessment product may ",,,True,False,Entry-Level,Spanish,-
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.

 
Your use of this assessment product ma",,,True,False,Entry-Level,Latin American Spanish,-
Swing (New),https://www.shl.com/products/product-catalog/view/swing-new/,"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),4 minutes
Tableau (New),https://www.shl.com/products/product-catalog/view/tableau-new/,"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),8 minutes
Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.",,,True,False,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),7 minutes
Teradata Development (New),https://www.shl.com/products/product-catalog/view/teradata-development-new/,"Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subque",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),9 minutes
Time Management (U.S.),https://www.shl.com/products/product-catalog/view/time-management-u-s/,This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plan,,,True,True,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor",English (USA),15 minutes
Training Development,https://www.shl.com/products/product-catalog/view/training-development/,"The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience An",,,True,True,"Front Line Manager, Manager",English (USA),15 minutes
Typing (New),https://www.shl.com/products/product-catalog/view/typing-new/,Typing based test that evaluates typing speed and accuracy.,,,True,False,Entry-Level,English (USA),2 minutes
UiPath RPA Development (New),https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,"Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),8 minutes
Universal Competency Framework Interview Guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,"The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions.

NOTE: Simplified Chinese Guide is availa",,,True,False,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor","English International, Swedish, German, Finnish",
Universal Competency Framework Job profiling guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying construct framework that provides a rational,,,True,False,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor","English International, Portuguese",Untimed
Universal Competency Framework Profiler Cards (44),https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,"The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world.",,,True,False,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor","Portuguese (Brazil), Latin American Spanish, French, Chinese Simplified, Icelandic",Untimed
UNIX (New),https://www.shl.com/products/product-catalog/view/unix-new/,"Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),9 minutes
VB.NET (New),https://www.shl.com/products/product-catalog/view/vb-net-new/,"Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),10 minutes
Verify - Deductive Reasoning,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates,,,True,True,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Arabic, French (Canada), Portuguese (Brazil), Chinese Traditional, Chinese Simplified",20 minutes
Verify - Following Instructions,https://www.shl.com/products/product-catalog/view/verify-following-instructions/,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate r,,,True,False,Entry-Level,"Latin American Spanish, Arabic, Chinese Simplified, German, French",8 minutes
Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,"The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and Inductive. There are 30 questions in the test, wit",,,True,True,"General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager","Romanian, English (USA), English International, French (Canada), Latin American Spanish",36 minutes
Verify - General Ability Screen,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,"The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ .
Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide pr",,,True,True,Entry-Level,"German, French (Canada), English (USA), English International, Latin American Spanish",10 minutes
Verify - Inductive Reasoning (2014),https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,"Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are",,,True,True,"Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level","Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish",24 minutes
Verify - Numerical Ability,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quanti,,,True,True,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Arabic, Portuguese (Brazil), French (Canada), Chinese Simplified, Czech",20 minutes
Verify - Technical Checking - Next Generation,https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/,The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This assessment requires examinees to quickly,,,True,False,Entry-Level,"Latin American Spanish, English (USA), English International, French, German",5 minutes
Verify - Verbal Ability - Next Generation,https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/,"The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. Sample tasks for job",,,True,True,"General Population, Graduate, Executive, Director, Entry-Level, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager","English (USA), English International",15 minutes
Verify - Working with Information,https://www.shl.com/products/product-catalog/view/verify-working-with-information/,This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the information provided to answer related questions.,,,True,False,Entry-Level,"Greek, Arabic, Chinese Simplified, German, French",10 minutes
Verify G+ - Ability Test Report,https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/,"The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by th",,,True,False,,,
Verify G+ - Candidate Report,https://www.shl.com/products/product-catalog/view/verify-g-candidate-report/,"The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not include the overall score, as it is intended ",,,True,False,,,
Verify Interactive Ability Report,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,Verify Interactive Ability Report,,,True,False,,,
Verify Interactive G+ Candidate Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,Verify Interactive G+ Candidate Report,,,True,False,,,
Verify Interactive G+ Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/,Report for Verify Interactive G+,,,True,False,"Graduate, Manager, Mid-Professional, Professional Individual Contributor",,
Verify Interactive Process Monitoring,https://www.shl.com/products/product-catalog/view/verify-interactive-process-monitoring/,The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process Monitoring assessment is designed for candid,,,True,False,"Graduate, Manager, Mid-Professional, Professional Individual Contributor",English (USA),18 minutes
Virtual Assessment and Development Centers,https://www.shl.com/products/product-catalog/view/virtual-assessment-and-development-centers/,"SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience, inclusive and packed with predictive powe",,,True,False,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","English (USA), English International, Italian, German, Portuguese",N/A
Visual Basic for Applications (New),https://www.shl.com/products/product-catalog/view/visual-basic-for-applications-new/,"Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),7 minutes
Visual Comparison - UK,https://www.shl.com/products/product-catalog/view/visual-comparison-uk/,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are notidentical.,,,True,False,Entry-Level,English International,5 minutes
Visual Comparison - US,https://www.shl.com/products/product-catalog/view/visual-comparison-us/,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are not identical.,,,True,False,Entry-Level,English (USA),5 minutes
VLSI and Embedded Systems (New),https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,Multi-choice test that measures the knowledge of VLSI and embedded systems basics.,,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),9 minutes
What Is The Value - US,https://www.shl.com/products/product-catalog/view/what-is-the-value-us/,The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,,,True,True,Entry-Level,English (USA),5 minutes
Workplace Administration Skills (New),https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/,"Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues.",,,True,False,"Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),12 minutes
Workplace Health and Safety (New),https://www.shl.com/products/product-catalog/view/workplace-health-and-safety-new/,"Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene.",,,True,False,"Entry-Level, Graduate, Manager, Supervisor, Mid-Professional, Professional Individual Contributor",English (USA),9 minutes
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.
 
Your use of this assessment product may be subjec",,,True,False,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),15 minutes
WriteX - Email Writing (Managerial) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-managerial-new/,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.
 
Your use of this assessment product may be subjec",,,True,False,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),15 minutes
WriteX - Email Writing (Sales) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-sales-new/,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.
 
Your use of this assessment product may be subjec",,,True,False,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),15 minutes
Written English v1,https://www.shl.com/products/product-catalog/view/written-english-v1/,The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language and covers the following topics: Article,,,True,True,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor","English (USA), English International",30 minutes
Written Spanish,https://www.shl.com/products/product-catalog/view/written-spanish/,"This test measures knowledge of Spanish grammar and Spanish reading comprehension skills. Designed primarily for individuals where Spanish is their second language, this test covers the following topi",,,True,True,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor",Latin American Spanish,22 minutes
Zabbix (New),https://www.shl.com/products/product-catalog/view/zabbix-new/,"Multi-choice test that measures the knowledge of Zabbix architecture, data handling, monitoring and administration.",,,True,False,"Mid-Professional, Professional Individual Contributor",English (USA),9 minutes
360 Digital Report,https://www.shl.com/products/product-catalog/view/360-digital-report/,"Introducing the new 360 Digital Report from SHL! Our latest offering revolutionizes the reporting experience for our 360 products, catering to the modern user's needs for enhanced usability and action",,,True,False,"Director, Manager, Entry-Level, Executive, Front Line Manager, General Population, Graduate",,
360° Multi-Rater Feedback System (MFS),https://www.shl.com/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,"SHL 360, or the Multi-Rater Feedback System (‘MFS’), provides a holistic 360-degree view of an employee by gathering feedback from the employee’s manager, peers, direct reports, and/or other raters.  ",,,True,False,"Director, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor","Latin American Spanish, Romanian, French (Canada), Czech, Hungarian",Untimed
